pk,QualityCode,DatetimeAEST,SiteID,Unit,Value,Varcode,VariableName,LastObservedTimeAEST,DataType,Owner
10.00|20190103090000|ES1801,1,01/04/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|ER0302,1,01/04/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,DEAD
10.00|20190103090000|570996,1,01/04/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570993,1,01/04/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570992,1,01/04/2019 09:00:00 AM,570992,Millimetres,0.200000003,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570991,1,01/04/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570987,2,01/04/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570985,1,01/04/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570981,1,01/04/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570978,1,01/04/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570977,1,01/04/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570967,1,01/04/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,DEAD?
10.00|20190103090000|570944,1,01/04/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570943,1,01/04/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570942,1,01/04/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570941,1,01/04/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570928,1,01/04/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,DEAD
10.00|20190103090000|570925,1,01/04/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570922,255,01/04/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190103090000|570915,1,01/04/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,DEAD
10.00|20190103090000|570909,1,01/04/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570908,1,01/04/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570904,1,01/04/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570902,1,01/04/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570824,1,01/04/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570822,1,01/04/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570821,1,01/04/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570817,1,01/04/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570813,1,01/04/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570807,1,01/04/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570806,1,01/04/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570805,1,01/04/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,DEAD?
10.00|20190103090000|570803,1,01/04/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570802,1,01/04/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
10.00|20190103090000|570801,1,01/04/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,12/29/2019 02:00:51 AM,total,TCCS
141.00|20190105000000|410790,1,01/05/2019 12:00:00 AM,410790,Megalitres/Day,0.3819999993,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS/EPSDD
141.00|20190105000000|410779,1,01/05/2019 12:00:00 AM,410779,Megalitres/Day,3.6410000324,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS/EPSDD
141.00|20190105000000|410776,1,01/05/2019 12:00:00 AM,410776,Megalitres/Day,2.0260000229,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,DEAD
141.00|20190105000000|410775,1,01/05/2019 12:00:00 AM,410775,Megalitres/Day,13.3350000381,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410772,2,01/05/2019 12:00:00 AM,410772,Megalitres/Day,4.3930001259,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410770,1,01/05/2019 12:00:00 AM,410770,Megalitres/Day,26.4740009308,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,EPSDD
141.00|20190105000000|410761,1,01/05/2019 12:00:00 AM,410761,Megalitres/Day,58.7939987183,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,EPSDD
141.00|20190105000000|410756,1,01/05/2019 12:00:00 AM,410756,Megalitres/Day,3.1400001049,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,EPSDD
141.00|20190105000000|410753,1,01/05/2019 12:00:00 AM,410753,Megalitres/Day,4.7309999466,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410751,1,01/05/2019 12:00:00 AM,410751,Megalitres/Day,0.1519999951,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410750,2,01/05/2019 12:00:00 AM,410750,Megalitres/Day,12.4469995499,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410746,1,01/05/2019 12:00:00 AM,410746,Megalitres/Day,0.1829999983,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410745,1,01/05/2019 12:00:00 AM,410745,Megalitres/Day,38.0489997864,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,TCCS
141.00|20190105000000|410729,1,01/05/2019 12:00:00 AM,410729,Megalitres/Day,30.8560009003,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,EPSDD
141.00|20190105000000|410711,1,01/05/2019 12:00:00 AM,410711,Megalitres/Day,2.5450000763,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,DEAD
141.00|20190105000000|410705,1,01/05/2019 12:00:00 AM,410705,Megalitres/Day,0.6050000191,141.0,Stream Discharge Ml/Day,12/30/2019 02:03:12 AM,mean,EPSDD
10.00|20190104090000|ES1801,1,01/05/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|ER0302,1,01/05/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,DEAD
10.00|20190104090000|570996,1,01/05/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570993,1,01/05/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570992,1,01/05/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570991,1,01/05/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570987,2,01/05/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570985,1,01/05/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570981,1,01/05/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570978,1,01/05/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570977,1,01/05/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570967,1,01/05/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,DEAD?
10.00|20190104090000|570944,1,01/05/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570943,1,01/05/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570942,1,01/05/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570941,1,01/05/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570928,1,01/05/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,DEAD
10.00|20190104090000|570925,1,01/05/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570922,255,01/05/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190104090000|570915,1,01/05/2019 09:00:00 AM,570915,Millimetres,0.400000006,10.0,Rainfall,12/30/2019 02:01:03 AM,total,DEAD
10.00|20190104090000|570909,1,01/05/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570908,1,01/05/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570904,1,01/05/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570902,1,01/05/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570824,1,01/05/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570822,1,01/05/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570821,1,01/05/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570817,1,01/05/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570813,1,01/05/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570807,1,01/05/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570806,1,01/05/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570805,1,01/05/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,DEAD?
10.00|20190104090000|570803,1,01/05/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570802,1,01/05/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
10.00|20190104090000|570801,1,01/05/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,12/30/2019 02:01:03 AM,total,TCCS
141.00|20190106000000|410790,1,01/06/2019 12:00:00 AM,410790,Megalitres/Day,0.40200001,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS/EPSDD
141.00|20190106000000|410779,1,01/06/2019 12:00:00 AM,410779,Megalitres/Day,11.9399995804,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS/EPSDD
141.00|20190106000000|410776,1,01/06/2019 12:00:00 AM,410776,Megalitres/Day,2.1830000877,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,DEAD
141.00|20190106000000|410775,1,01/06/2019 12:00:00 AM,410775,Megalitres/Day,6.0650000572,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410772,2,01/06/2019 12:00:00 AM,410772,Megalitres/Day,1.5729999542,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410770,1,01/06/2019 12:00:00 AM,410770,Megalitres/Day,17.2390003204,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,EPSDD
141.00|20190106000000|410761,1,01/06/2019 12:00:00 AM,410761,Megalitres/Day,63.2220001221,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,EPSDD
141.00|20190106000000|410756,1,01/06/2019 12:00:00 AM,410756,Megalitres/Day,23.093000412,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,EPSDD
141.00|20190106000000|410753,1,01/06/2019 12:00:00 AM,410753,Megalitres/Day,0.3770000041,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410751,1,01/06/2019 12:00:00 AM,410751,Megalitres/Day,1.4390000105,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410750,2,01/06/2019 12:00:00 AM,410750,Megalitres/Day,11.8830003738,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410746,1,01/06/2019 12:00:00 AM,410746,Megalitres/Day,0.1000000015,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410745,1,01/06/2019 12:00:00 AM,410745,Megalitres/Day,5.861000061,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,TCCS
141.00|20190106000000|410729,1,01/06/2019 12:00:00 AM,410729,Megalitres/Day,23.452999115,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,EPSDD
141.00|20190106000000|410711,1,01/06/2019 12:00:00 AM,410711,Megalitres/Day,3.3139998913,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,DEAD
141.00|20190106000000|410705,1,01/06/2019 12:00:00 AM,410705,Megalitres/Day,0.5770000219,141.0,Stream Discharge Ml/Day,12/31/2019 02:03:13 AM,mean,EPSDD
10.00|20190105090000|ES1801,1,01/06/2019 09:00:00 AM,ES1801,Millimetres,8.3999996185,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|ER0302,1,01/06/2019 09:00:00 AM,ER0302,Millimetres,1.3999999762,10.0,Rainfall,12/31/2019 02:01:05 AM,total,DEAD
10.00|20190105090000|570996,1,01/06/2019 09:00:00 AM,570996,Millimetres,4.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570993,1,01/06/2019 09:00:00 AM,570993,Millimetres,11.6000003815,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570992,1,01/06/2019 09:00:00 AM,570992,Millimetres,4.4000000954,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570991,1,01/06/2019 09:00:00 AM,570991,Millimetres,4.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570987,2,01/06/2019 09:00:00 AM,570987,Millimetres,4.6700000763,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570985,1,01/06/2019 09:00:00 AM,570985,Millimetres,7.4000000954,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570981,1,01/06/2019 09:00:00 AM,570981,Millimetres,2.3299999237,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570978,1,01/06/2019 09:00:00 AM,570978,Millimetres,10.6000003815,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570977,1,01/06/2019 09:00:00 AM,570977,Millimetres,10.1999998093,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570967,1,01/06/2019 09:00:00 AM,570967,Millimetres,9,10.0,Rainfall,12/31/2019 02:01:05 AM,total,DEAD?
10.00|20190105090000|570944,1,01/06/2019 09:00:00 AM,570944,Millimetres,11.1999998093,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570943,1,01/06/2019 09:00:00 AM,570943,Millimetres,6,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570942,1,01/06/2019 09:00:00 AM,570942,Millimetres,5.4000000954,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570941,1,01/06/2019 09:00:00 AM,570941,Millimetres,10.3999996185,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570928,1,01/06/2019 09:00:00 AM,570928,Millimetres,12,10.0,Rainfall,12/31/2019 02:01:05 AM,total,DEAD
10.00|20190105090000|570925,1,01/06/2019 09:00:00 AM,570925,Millimetres,7.8000001907,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570922,255,01/06/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190105090000|570915,1,01/06/2019 09:00:00 AM,570915,Millimetres,2.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,DEAD
10.00|20190105090000|570909,1,01/06/2019 09:00:00 AM,570909,Millimetres,11.1999998093,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570908,1,01/06/2019 09:00:00 AM,570908,Millimetres,7,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570904,1,01/06/2019 09:00:00 AM,570904,Millimetres,8.8000001907,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570902,1,01/06/2019 09:00:00 AM,570902,Millimetres,11.1999998093,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570824,1,01/06/2019 09:00:00 AM,570824,Millimetres,7.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570822,1,01/06/2019 09:00:00 AM,570822,Millimetres,6.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570821,1,01/06/2019 09:00:00 AM,570821,Millimetres,11,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570817,1,01/06/2019 09:00:00 AM,570817,Millimetres,12.1999998093,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570813,1,01/06/2019 09:00:00 AM,570813,Millimetres,6.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570807,1,01/06/2019 09:00:00 AM,570807,Millimetres,3.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570806,1,01/06/2019 09:00:00 AM,570806,Millimetres,12.8000001907,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570805,1,01/06/2019 09:00:00 AM,570805,Millimetres,3.5999999046,10.0,Rainfall,12/31/2019 02:01:05 AM,total,DEAD?
10.00|20190105090000|570803,1,01/06/2019 09:00:00 AM,570803,Millimetres,11.1300001144,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570802,1,01/06/2019 09:00:00 AM,570802,Millimetres,6.4000000954,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
10.00|20190105090000|570801,1,01/06/2019 09:00:00 AM,570801,Millimetres,12.1999998093,10.0,Rainfall,12/31/2019 02:01:05 AM,total,TCCS
141.00|20190107000000|410790,1,01/07/2019 12:00:00 AM,410790,Megalitres/Day,0.8259999752,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS/EPSDD
141.00|20190107000000|410779,1,01/07/2019 12:00:00 AM,410779,Megalitres/Day,7.7100000381,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS/EPSDD
141.00|20190107000000|410776,1,01/07/2019 12:00:00 AM,410776,Megalitres/Day,2.1989998817,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,DEAD
141.00|20190107000000|410775,1,01/07/2019 12:00:00 AM,410775,Megalitres/Day,2.4119999409,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410772,2,01/07/2019 12:00:00 AM,410772,Megalitres/Day,0.1669999957,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410770,1,01/07/2019 12:00:00 AM,410770,Megalitres/Day,14.767999649,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,EPSDD
141.00|20190107000000|410761,1,01/07/2019 12:00:00 AM,410761,Megalitres/Day,57.8409996033,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,EPSDD
141.00|20190107000000|410756,1,01/07/2019 12:00:00 AM,410756,Megalitres/Day,28.2740001678,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,EPSDD
141.00|20190107000000|410753,1,01/07/2019 12:00:00 AM,410753,Megalitres/Day,0.2220000029,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410751,1,01/07/2019 12:00:00 AM,410751,Megalitres/Day,0.2090000063,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410750,2,01/07/2019 12:00:00 AM,410750,Megalitres/Day,1.3470000029,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410746,1,01/07/2019 12:00:00 AM,410746,Megalitres/Day,0.0460000001,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410745,1,01/07/2019 12:00:00 AM,410745,Megalitres/Day,3.9570000172,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,TCCS
141.00|20190107000000|410729,1,01/07/2019 12:00:00 AM,410729,Megalitres/Day,18.7299995422,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,EPSDD
141.00|20190107000000|410711,1,01/07/2019 12:00:00 AM,410711,Megalitres/Day,3.375,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,DEAD
141.00|20190107000000|410705,1,01/07/2019 12:00:00 AM,410705,Megalitres/Day,0.4180000126,141.0,Stream Discharge Ml/Day,01/01/2020 02:03:12 AM,mean,EPSDD
10.00|20190106090000|ES1801,1,01/07/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|ER0302,1,01/07/2019 09:00:00 AM,ER0302,Millimetres,0.200000003,10.0,Rainfall,01/01/2020 02:01:03 AM,total,DEAD
10.00|20190106090000|570996,1,01/07/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570993,1,01/07/2019 09:00:00 AM,570993,Millimetres,0.200000003,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570992,1,01/07/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570991,1,01/07/2019 09:00:00 AM,570991,Millimetres,0.200000003,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570987,2,01/07/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570985,1,01/07/2019 09:00:00 AM,570985,Millimetres,0.200000003,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570981,1,01/07/2019 09:00:00 AM,570981,Millimetres,0.2099999934,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570978,1,01/07/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570977,1,01/07/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570967,1,01/07/2019 09:00:00 AM,570967,Millimetres,0.200000003,10.0,Rainfall,01/01/2020 02:01:03 AM,total,DEAD?
10.00|20190106090000|570944,1,01/07/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
10.00|20190106090000|570943,1,01/07/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/01/2020 02:01:03 AM,total,TCCS
